Rd,Pick,School,Pos,B/T,Class,TeamId,TeamNm,FirstNm,LastNm,FullNm,BonusType,BonusAmount,Year
26,781,--,3B,L/R,--,117.0,Houston Astros, Josh,Rojas, Josh Rojas,SignedBonus,1000.0,2017
27,811,--,P,L/L,--,117.0,Houston Astros, Adam,Bleday, Adam Bleday,SignedBonus,1000.0,2017
28,841,Yale,3B,R/R,--,117.0,Houston Astros, Richard,Slenker, Richard Slenker,SignedBonus,1000.0,2017
1,14,--,1B,L/L,--,118.0,Kansas City Royals, Nick,Pratto, Nick Pratto,SignedBonus,3450000.0,2017
2,52,--,C,L/R,--,118.0,Kansas City Royals, MJ,Melendez, MJ Melendez,SignedBonus,2100000.0,2017
CBB,73,--,P,R/L,--,118.0,Kansas City Royals, Evan,Steele, Evan Steele,SignedBonus,826500.0,2017
3,90,--,P,L/L,--,118.0,Kansas City Royals, Daniel,Tillo, Daniel Tillo,SignedBonus,557500.0,2017
4,120,--,CF,L/L,--,118.0,Kansas City Royals, Michael,Gigliotti, Michael Gigliotti,SignedBonus,397500.0,2017
5,150,Monsignor McClancy (NY) HS,P,R/R,--,118.0,Kansas City Royals, Charlie,Neuweiler, Charlie Neuweiler,SignedBonus,397500.0,2017
6,180,Arkansas State,P,R/R,--,118.0,Kansas City Royals, Tyler,Zuber, Tyler Zuber,SignedBonus,2500.0,2017
7,210,Alabama-Birmingham,OF,R/R,--,118.0,Kansas City Royals, Brewer,Hicklen, Brewer Hicklen,SignedBonus,337500.0,2017
8,240,Central Oklahoma,P,R/L,--,118.0,Kansas City Royals, Holden,Capps, Holden Capps,SignedBonus,2500.0,2017
9,270,--,P,L/L,--,118.0,Kansas City Royals, J.C.,Cloney, J.C. Cloney,SignedBonus,2500.0,2017
10,300,--,P,L/L,--,118.0,Kansas City Royals, Jordan,Floyd, Jordan Floyd,SignedBonus,2500.0,2017
11,330,--,P,R/R,--,118.0,Kansas City Royals, Sal,Biasi, Sal Biasi,SignedBonus,125000.0,2017
12,360,--,P,R/R,--,118.0,Kansas City Royals, Collin,Snider, Collin Snider,SignedBonus,125000.0,2017
13,390,--,P,R/R,--,118.0,Kansas City Royals, Cason,Sherrod, Cason Sherrod,SignedBonus,0.0,2017
14,420,--,OF,R/R,--,118.0,Kansas City Royals, Isaiah,Henry, Isaiah Henry,SignedBonus,297500.0,2017
15,450,--,P,R/L,--,118.0,Kansas City Royals, Robert,Garcia, Robert Garcia,SignedBonus,125000.0,2017
16,480,--,C,R/R,--,118.0,Kansas City Royals, Chris,Hudgins, Chris Hudgins,SignedBonus,125000.0,2017
17,510,Florida Gulf Coast,SS,L/R,--,118.0,Kansas City Royals, Julio,Gonzalez, Julio Gonzalez,SignedBonus,125000.0,2017
18,540,--,P,L/L,--,118.0,Kansas City Royals, Marlin,Willis, Marlin Willis,SignedBonus,247500.0,2017
19,570,"Kirkwood CC, IA",OF,R/R,--,118.0,Kansas City Royals, Korry,Howell, Korry Howell,SignedBonus,0.0,2017
20,600,Carolina Forest (SC) HS,P,R/R,--,118.0,Kansas City Royals, Bryar,Johnson, Bryar Johnson,SignedBonus,125000.0,2017
21,630,--,OF,R/R,--,118.0,Kansas City Royals, Isaiah,Smith, Isaiah Smith,SignedBonus,125000.0,2017
22,660,Pittsburgh,P,R/L,--,118.0,Kansas City Royals, Josh,Mitchell, Josh Mitchell,SignedBonus,25000.0,2017
23,690,--,SS,S/R,--,118.0,Kansas City Royals, Matt,Morales, Matt Morales,SignedBonus,199500.0,2017
24,720,Texas,P,R/R,--,118.0,Kansas City Royals, Connor,Mayes, Connor Mayes,SignedBonus,100000.0,2017
25,750,William Carey (MS),CF,R/R,--,118.0,Kansas City Royals, Tyler,James, Tyler James,SignedBonus,50000.0,2017
26,780,--,P,R/R,--,118.0,Kansas City Royals, Garrett,Suchey, Garrett Suchey,SignedBonus,125000.0,2017
27,810,Southern Illinois,C,R/R,--,118.0,Kansas City Royals, Nick,Hutchins, Nick Hutchins,SignedBonus,75000.0,2017
28,840,--,P,R/R,--,118.0,Kansas City Royals, Tylor,Fischer, Tylor Fischer,SignedBonus,152500.0,2017
29,870,--,1B,R/R,--,118.0,Kansas City Royals, Travis,Jones, Travis Jones,SignedBonus,125000.0,2017
1,10,--,CF,R/R,--,108.0,Los Angeles Angels, Jo,Adell, Jo Adell,SignedBonus,4380000.0,2017
2,47,--,P,R/R,--,108.0,Los Angeles Angels, Griffin,Canning, Griffin Canning,SignedBonus,1460000.0,2017
3,85,--,LF,L/R,--,108.0,Los Angeles Angels, Jacob,Pearson, Jacob Pearson,SignedBonus,1000000.0,2017
4,115,--,P,R/R,--,108.0,Los Angeles Angels, John,Swanda, John Swanda,SignedBonus,625000.0,2017
5,145,--,P,R/R,--,108.0,Los Angeles Angels, Joseph,Booker, Joseph Booker,SignedBonus,0.0,2017
6,175,Auburn,OF,L/L,--,108.0,Los Angeles Angels, Jonah,Todd, Jonah Todd,SignedBonus,210000.0,2017
7,205,"Mercer County CC, NJ",P,R/R,--,108.0,Los Angeles Angels, Denny,Brady, Denny Brady,SignedBonus,200000.0,2017
8,235,--,P,R/R,--,108.0,Los Angeles Angels, Connor,Riley, Connor Riley,SignedBonus,10000.0,2017
9,265,--,P,S/R,--,108.0,Los Angeles Angels, Brett,Hanewich, Brett Hanewich,SignedBonus,10000.0,2017
10,295,--,P,R/R,--,108.0,Los Angeles Angels, Daniel,Procopio, Daniel Procopio,SignedBonus,10000.0,2017
11,325,--,P,L/L,--,108.0,Los Angeles Angels, Jerryell,Rivera, Jerryell Rivera,SignedBonus,450000.0,2017
12,355,--,P,R/R,--,108.0,Los Angeles Angels, Keith,Rogalla, Keith Rogalla,SignedBonus,150000.0,2017
13,385,Samford,RF,R/R,--,108.0,Los Angeles Angels, Kevin,Williams Jr., Kevin Williams Jr.,SignedBonus,125000.0,2017
14,415,Whitefield (GA) HS,P,R/R,--,108.0,Los Angeles Angels, Sam,Fuller, Sam Fuller,SignedBonus,125000.0,2017
15,445,--,C,R/R,--,108.0,Los Angeles Angels, Hunter,Brittain, Hunter Brittain,SignedBonus,0.0,2017
16,475,--,OF,R/R,--,108.0,Los Angeles Angels, Spencer,Griffin, Spencer Griffin,SignedBonus,125000.0,2017
17,505,--,OF,L/L,--,108.0,Los Angeles Angels, Caleb,Scires, Caleb Scires,SignedBonus,125000.0,2017
18,535,New Mexico,P,R/R,--,108.0,Los Angeles Angels, Tyler,Stevens, Tyler Stevens,SignedBonus,75000.0,2017
19,565,Pittsburgh,P,R/R,--,108.0,Los Angeles Angels, Isaac,Mattson, Isaac Mattson,SignedBonus,100000.0,2017
20,595,--,P,R/R,--,108.0,Los Angeles Angels, Mitchell,Traver, Mitchell Traver,SignedBonus,3000.0,2017
21,625,Oklahoma,P,R/R,--,108.0,Los Angeles Angels, Devon,Perez, Devon Perez,SignedBonus,0.0,2017
22,655,--,P,R/L,--,108.0,Los Angeles Angels, James,Ziemba, James Ziemba,SignedBonus,50000.0,2017
23,685,--,P,R/R,--,108.0,Los Angeles Angels, Zac,Ryan, Zac Ryan,SignedBonus,3000.0,2017
24,715,--,C,R/R,--,108.0,Los Angeles Angels, Harrison,Wenson, Harrison Wenson,SignedBonus,3000.0,2017
25,745,Fairleigh Dickinson,SS,R/R,--,108.0,Los Angeles Angels, Matt,McCann, Matt McCann,SignedBonus,3000.0,2017
26,775,Texas,2B,R/R,--,108.0,Los Angeles Angels, Zane,Gurwitz, Zane Gurwitz,SignedBonus,3000.0,2017
27,805,Vanguard (CA),RF,R/R,--,108.0,Los Angeles Angels, Brandon,Sandoval, Brandon Sandoval,SignedBonus,3000.0,2017
28,835,"Galveston JC, TX",OF,R/R,--,108.0,Los Angeles Angels, Bernabe,Camargo, Bernabe Camargo,SignedBonus,3000.0,2017
29,865,--,P,R/R,--,108.0,Los Angeles Angels, Cobi,Johnson, Cobi Johnson,SignedBonus,0.0,2017
30,895,Clemson,P,R/R,--,108.0,Los Angeles Angels, Jeremy,Beasley, Jeremy Beasley,SignedBonus,3000.0,2017
1,23,--,CF,L/R,--,119.0,Los Angeles Dodgers, Jeren,Kendall, Jeren Kendall,SignedBonus,2900000.0,2017
2,62,--,P,R/R,--,119.0,Los Angeles Dodgers, Morgan,Cooper, Morgan Cooper,SignedBonus,867500.0,2017
3,100,--,C,R/R,--,119.0,Los Angeles Dodgers, Connor,Wong, Connor Wong,SignedBonus,547500.0,2017
4,130,--,P,R/R,--,119.0,Los Angeles Dodgers, James,Marinan, James Marinan,SignedBonus,822500.0,2017
5,160,--,P,R/R,--,119.0,Los Angeles Dodgers, Riley,Ottesen, Riley Ottesen,SignedBonus,197500.0,2017
6,190,Connecticut,P,R/R,--,119.0,Los Angeles Dodgers, Wills,Montgomerie, Wills Montgomerie,SignedBonus,197500.0,2017
7,220,--,P,R/R,--,119.0,Los Angeles Dodgers, Zach,Pop, Zach Pop,SignedBonus,147500.0,2017
8,250,Xavier,2B,R/R,--,119.0,Los Angeles Dodgers, Rylan,Bannon, Rylan Bannon,SignedBonus,122500.0,2017
9,280,--,P,R/R,--,119.0,Los Angeles Dodgers, Connor,Strain, Connor Strain,SignedBonus,1500.0,2017
10,310,Kentucky,LF,L/R,--,119.0,Los Angeles Dodgers, Zach,Reks, Zach Reks,SignedBonus,1500.0,2017
11,340,--,SS,R/R,--,119.0,Los Angeles Dodgers, Jacob,Amaya, Jacob Amaya,SignedBonus,247500.0,2017
12,370,--,P,R/R,--,119.0,Los Angeles Dodgers, Andre,Jackson, Andre Jackson,SignedBonus,247500.0,2017
13,400,--,P,L/R,--,119.0,Los Angeles Dodgers, Marshall,Kasowski, Marshall Kasowski,SignedBonus,125000.0,2017
14,430,--,OF,R/R,--,119.0,Los Angeles Dodgers, Josh,McLain, Josh McLain,SignedBonus,0.0,2017
15,460,"Marin CC, CA",2B,R/R,--,119.0,Los Angeles Dodgers, Marcus,Chiu, Marcus Chiu,SignedBonus,125000.0,2017
16,490,--,P,R/R,--,119.0,Los Angeles Dodgers, Evy,Ruibal, Evy Ruibal,SignedBonus,125000.0,2017
17,520,Michigan State,P,R/R,--,119.0,Los Angeles Dodgers, Nathan,Witt, Nathan Witt,SignedBonus,147500.0,2017
18,550,--,P,R/R,--,119.0,Los Angeles Dodgers, Max,Gamboa, Max Gamboa,SignedBonus,125000.0,2017
19,580,--,P,R/R,--,119.0,Los Angeles Dodgers, Zach,Willeman, Zach Willeman,SignedBonus,125000.0,2017
20,610,--,LF,R/R,--,119.0,Los Angeles Dodgers, Donovan,Casey, Donovan Casey,SignedBonus,137500.0,2017
21,640,--,SS,R/R,--,119.0,Los Angeles Dodgers, Joshua,Rivera, Joshua Rivera,SignedBonus,0.0,2017
22,670,Jacksonville State,P,L/L,--,119.0,Los Angeles Dodgers, Justin,Hoyt, Justin Hoyt,SignedBonus,50000.0,2017
23,700,--,SS,R/R,--,119.0,Los Angeles Dodgers, Connor,Heady, Connor Heady,SignedBonus,4000.0,2017
24,730,--,SS,R/R,--,119.0,Los Angeles Dodgers, Preston,Grand Pre, Preston Grand Pre,SignedBonus,125000.0,2017
25,760,--,P,R/R,--,119.0,Los Angeles Dodgers, Mark,Washington, Mark Washington,SignedBonus,125000.0,2017
26,790,Norfolk State,P,R/L,--,119.0,Los Angeles Dodgers, Devin,Hemmerich, Devin Hemmerich,SignedBonus,4000.0,2017
27,820,--,SS,S/R,--,119.0,Los Angeles Dodgers, Jeremy,Arocho, Jeremy Arocho,SignedBonus,125000.0,2017
28,850,Cornell,P,S/L,--,119.0,Los Angeles Dodgers, Justin,Lewis, Justin Lewis,SignedBonus,125000.0,2017
29,880,--,SS,L/R,--,119.0,Los Angeles Dodgers, Deacon,Liput, Deacon Liput,SignedBonus,0.0,2017
30,910,"McLennan JC, TX",OF,R/R,--,119.0,Los Angeles Dodgers, Chris,Roller, Chris Roller,SignedBonus,125000.0,2017
1,13,--,P,L/L,--,146.0,Miami Marlins, Trevor,Rogers, Trevor Rogers,SignedBonus,3400000.0,2017
CBA,36,--,CF,L/R,--,146.0,Miami Marlins, Brian,Miller, Brian Miller,SignedBonus,1890000.0,2017
2,51,--,SS,R/R,--,146.0,Miami Marlins, Joe,Dunand, Joe Dunand,SignedBonus,1200000.0,2017
3,89,--,2B,L/R,--,146.0,Miami Marlins, Riley,Mahan, Riley Mahan,SignedBonus,525000.0,2017
4,119,--,P,R/R,--,146.0,Miami Marlins, Colton,Hock, Colton Hock,SignedBonus,500000.0,2017
5,149,--,P,R/R,--,146.0,Miami Marlins, Ryan,Lillie, Ryan Lillie,SignedBonus,320000.0,2017
6,179,Southern Mississippi,P,R/R,--,146.0,Miami Marlins, Taylor,Braley, Taylor Braley,SignedBonus,250000.0,2017
7,209,--,P,L/L,--,146.0,Miami Marlins, Sean,Guenther, Sean Guenther,SignedBonus,198500.0,2017
8,239,South Alabama,C,R/R,--,146.0,Miami Marlins, Jared,Barnes, Jared Barnes,SignedBonus,159700.0,2017
9,269,Hope International (CA),OF,L/L,--,146.0,Miami Marlins, Cameron,Baranek, Cameron Baranek,SignedBonus,125000.0,2017
10,299,--,3B,R/R,--,146.0,Miami Marlins, Denis,Karas, Denis Karas,SignedBonus,125000.0,2017
11,329,Brewer (AL) HS,P,S/L,--,146.0,Miami Marlins, Dakota,Bennett, Dakota Bennett,SignedBonus,350000.0,2017
12,359,UNC Wilmington,P,R/R,--,146.0,Miami Marlins, Josh,Roberson, Josh Roberson,SignedBonus,150000.0,2017
13,389,--,C,R/R,--,146.0,Miami Marlins, Jan,Mercado, Jan Mercado,SignedBonus,225000.0,2017
14,419,--,IF,R/R,--,146.0,Miami Marlins, Demetrius,Sims, Demetrius Sims,SignedBonus,100000.0,2017
15,449,--,P,R/R,--,146.0,Miami Marlins, Brady,Puckett, Brady Puckett,SignedBonus,125000.0,2017
16,479,Dallas Baptist,P,R/R,--,146.0,Miami Marlins, Gavin,Fritz, Gavin Fritz,SignedBonus,100000.0,2017
17,509,--,P,L/L,--,146.0,Miami Marlins, Dylan,Cyphert, Dylan Cyphert,SignedBonus,125000.0,2017
18,539,Oral Roberts,P,R/R,--,146.0,Miami Marlins, Bryce,Howe, Bryce Howe,SignedBonus,70000.0,2017
19,569,Lewis-Clark State (ID),SS,R/R,--,146.0,Miami Marlins, Micah,Brown, Micah Brown,SignedBonus,80000.0,2017
20,599,Rock Canyon (CO) HS,P,R/R,--,146.0,Miami Marlins, Matt,Givin, Matt Givin,SignedBonus,458000.0,2017
21,629,--,1B,L/L,--,146.0,Miami Marlins, Ben,Fisher, Ben Fisher,SignedBonus,2000.0,2017
22,659,Tampa,C,R/R,--,146.0,Miami Marlins, J.D.,Osborne, J.D. Osborne,SignedBonus,2000.0,2017
23,689,Lynn (FL),3B,R/R,--,146.0,Miami Marlins, Tyler,Curtis, Tyler Curtis,SignedBonus,1000.0,2017
24,719,--,P,R/R,--,146.0,Miami Marlins, Montana,Parsons, Montana Parsons,SignedBonus,100000.0,2017
25,749,"Merced CC, CA",P,R/R,--,146.0,Miami Marlins, Evan,Estes, Evan Estes,SignedBonus,75000.0,2017
26,779,--,P,L/L,--,146.0,Miami Marlins, Gunner,Leger, Gunner Leger,SignedBonus,0.0,2017
27,809,Connecticut,P,R/L,--,146.0,Miami Marlins, Doug,Domnarski, Doug Domnarski,SignedBonus,1000.0,2017
28,839,--,P,R/R,--,146.0,Miami Marlins, Vincenzo,Aiello, Vincenzo Aiello,SignedBonus,1000.0,2017
29,869,Lewis-Clark State (ID),P,R/R,--,146.0,Miami Marlins, Henry,McAree, Henry McAree,SignedBonus,1000.0,2017
1,9,--,2B,R/R,--,158.0,Milwaukee Brewers, Keston,Hiura, Keston Hiura,SignedBonus,4000000.0,2017
CBA,34,--,OF,R/R,--,158.0,Milwaukee Brewers, Tristen,Lutz, Tristen Lutz,SignedBonus,2350000.0,2017
2,46,--,P,R/R,--,158.0,Milwaukee Brewers, Caden,Lemons, Caden Lemons,SignedBonus,1450000.0,2017
3,84,--,1B,R/R,--,158.0,Milwaukee Brewers, KJ,Harrison, KJ Harrison,SignedBonus,667000.0,2017
4,114,--,P,L/L,--,158.0,Milwaukee Brewers, Brendan,Murphy, Brendan Murphy,SignedBonus,500000.0,2017
5,144,--,3B,R/R,--,158.0,Milwaukee Brewers, Nick,Egnatuk, Nick Egnatuk,SignedBonus,500000.0,2017
6,174,--,SS,R/R,--,158.0,Milwaukee Brewers, Devin,Hairston, Devin Hairston,SignedBonus,210000.0,2017
7,204,--,P,R/R,--,158.0,Milwaukee Brewers, Bowden,Francis, Bowden Francis,SignedBonus,235000.0,2017
8,234,--,P,R/R,--,158.0,Milwaukee Brewers, Jayson,Rose, Jayson Rose,SignedBonus,164900.0,2017
9,264,Utah,3B,R/R,--,158.0,Milwaukee Brewers, Dallas,Carroll, Dallas Carroll,SignedBonus,10000.0,2017
10,294,--,P,R/R,--,158.0,Milwaukee Brewers, Alec,Bettinger, Alec Bettinger,SignedBonus,10000.0,2017
11,324,Coral Springs (FL) HS,P,R/R,--,158.0,Milwaukee Brewers, Max,Lazar, Max Lazar,SignedBonus,475000.0,2017
12,354,--,OF,L/R,--,158.0,Milwaukee Brewers, Je'Von,Ward, Je'Von Ward,SignedBonus,475000.0,2017
13,384,Angel David (PR) HS,3B,S/R,--,158.0,Milwaukee Brewers, Abdiel,Layer, Abdiel Layer,SignedBonus,0.0,2017
14,414,--,3B,S/R,--,158.0,Milwaukee Brewers, Gage,Workman, Gage Workman,SignedBonus,0.0,2017
15,444,--,P,R/R,--,158.0,Milwaukee Brewers, Christian,Santana, Christian Santana,SignedBonus,0.0,2017
16,474,--,P,R/R,--,158.0,Milwaukee Brewers, Justin,Bullock, Justin Bullock,SignedBonus,295000.0,2017
17,504,--,OF,R/R,--,158.0,Milwaukee Brewers, Leugim,Castillo, Leugim Castillo,SignedBonus,0.0,2017
18,534,Binger Oney (OK) HS,P,L/L,--,158.0,Milwaukee Brewers, Ledgend,Smith, Ledgend Smith,SignedBonus,0.0,2017
19,564,--,2B,S/R,--,158.0,Milwaukee Brewers, Noah,Campbell, Noah Campbell,SignedBonus,0.0,2017
20,594,--,P,R/R,--,158.0,Milwaukee Brewers, Austin,Rubick, Austin Rubick,SignedBonus,115000.0,2017
21,624,--,P,R/R,--,158.0,Milwaukee Brewers, Dylan,File, Dylan File,SignedBonus,75000.0,2017
22,654,Florida Southwestern State JC,P,R/L,--,158.0,Milwaukee Brewers, Brandon,Presley, Brandon Presley,SignedBonus,50000.0,2017
23,684,--,P,R/R,--,158.0,Milwaukee Brewers, Cam,Robinson, Cam Robinson,SignedBonus,125000.0,2017
24,714,--,P,R/R,--,158.0,Milwaukee Brewers, Robbie,Hitt, Robbie Hitt,SignedBonus,100000.0,2017
25,744,--,P,L/L,--,158.0,Milwaukee Brewers, Karlos,Morales, Karlos Morales,SignedBonus,125000.0,2017
26,774,"Folsom Lake CC, CA",RF,R/R,--,158.0,Milwaukee Brewers, Carson,McCusker, Carson McCusker,SignedBonus,0.0,2017
27,804,Tampa,P,R/R,--,158.0,Milwaukee Brewers, Cody,Martin, Cody Martin,SignedBonus,50000.0,2017
28,834,Oklahoma City,P,R/R,--,158.0,Milwaukee Brewers, Roberto,Delgado, Roberto Delgado,SignedBonus,35000.0,2017
29,864,Louisiana Tech,C,R/R,--,158.0,Milwaukee Brewers, Brent,Diaz, Brent Diaz,SignedBonus,92500.0,2017
1,1,--,SS,R/R,--,142.0,Minnesota Twins, Royce,Lewis, Royce Lewis,SignedBonus,6730000.0,2017
CBA,35,--,LF,R/R,--,142.0,Minnesota Twins, Brent,Rooker, Brent Rooker,SignedBonus,1940000.0,2017
2,37,--,P,R/R,--,142.0,Minnesota Twins, Landon,Leach, Landon Leach,SignedBonus,1400000.0,2017
3,76,--,P,R/R,--,142.0,Minnesota Twins, Blayne,Enlow, Blayne Enlow,SignedBonus,2000000.0,2017
4,106,--,P,L/L,--,142.0,Minnesota Twins, Charlie,Barnes, Charlie Barnes,SignedBonus,450000.0,2017
5,136,--,3B,R/R,--,142.0,Minnesota Twins, Andrew,Bechtold, Andrew Bechtold,SignedBonus,600000.0,2017
6,166,--,SS,R/R,--,142.0,Minnesota Twins, Ricky,De La Torre, Ricky De La Torre,SignedBonus,550000.0,2017
7,196,Central Arizona College (AZ),P,L/L,J2,142.0,Minnesota Twins, Ryley,Widell, Ryley Widell,SignedBonus,400000.0,2017
8,226,Western Carolina,P,L/L,--,142.0,Minnesota Twins, Bryan,Sammons, Bryan Sammons,SignedBonus,10000.0,2017
9,256,UC Riverside,LF,L/R,--,142.0,Minnesota Twins, Mark,Contreras, Mark Contreras,SignedBonus,10000.0,2017
10,286,UC Irvine,P,R/R,--,142.0,Minnesota Twins, Calvin,Faucher, Calvin Faucher,SignedBonus,10000.0,2017
11,316,--,P,L/L,--,142.0,Minnesota Twins, Gabriel,Rodriguez, Gabriel Rodriguez,SignedBonus,0.0,2017
12,346,--,P,R/R,--,142.0,Minnesota Twins, Bailey,Ober, Bailey Ober,SignedBonus,125000.0,2017
13,376,Fresno State,OF,L/R,--,142.0,Minnesota Twins, Jared,Akins, Jared Akins,SignedBonus,120000.0,2017
14,406,"Merced CC, CA",P,L/R,--,142.0,Minnesota Twins, Derek,Molina, Derek Molina,SignedBonus,115000.0,2017
15,436,--,P,R/R,--,142.0,Minnesota Twins, Rickey,Ramirez, Rickey Ramirez,SignedBonus,115000.0,2017
16,466,Mennonite (BC) HS,P,R/R,--,142.0,Minnesota Twins, Cade,Smith, Cade Smith,SignedBonus,0.0,2017
17,496,North Carolina State,C,R/R,--,142.0,Minnesota Twins, Andrew,Cosgrove, Andrew Cosgrove,SignedBonus,85000.0,2017
18,526,UC Santa Barbara,OF,L/R,--,142.0,Minnesota Twins, Colton,Burns, Colton Burns,SignedBonus,125000.0,2017
19,556,--,SS,S/R,--,142.0,Minnesota Twins, Jordan,Gore, Jordan Gore,SignedBonus,50000.0,2017
20,586,Central Arkansas,P,R/R,--,142.0,Minnesota Twins, Tyler,Gray, Tyler Gray,SignedBonus,0.0,2017
21,616,--,C,R/R,--,142.0,Minnesota Twins, Colton,Waltner, Colton Waltner,SignedBonus,75000.0,2017
22,646,Cal State LA,P,R/R,--,142.0,Minnesota Twins, Christian,Broussard, Christian Broussard,SignedBonus,40000.0,2017
23,676,Iona,P,R/R,--,142.0,Minnesota Twins, Jared,Finkel, Jared Finkel,SignedBonus,35000.0,2017
24,706,Samford,OF,L/L,--,142.0,Minnesota Twins, T.J.,Dixon, T.J. Dixon,SignedBonus,1000.0,2017
25,736,Southeastern Louisiana,2B,R/R,--,142.0,Minnesota Twins, Carson,Crites, Carson Crites,SignedBonus,2000.0,2017
26,766,--,P,R/R,--,142.0,Minnesota Twins, Jordan,Spicer, Jordan Spicer,SignedBonus,0.0,2017
27,796,--,OF,L/L,--,142.0,Minnesota Twins, Chandler,Taylor, Chandler Taylor,SignedBonus,0.0,2017
28,826,--,--,--,--,142.0,Minnesota Twins,,--,,SignedBonus,42500.0,2017
29,856,--,P,R/R,--,142.0,Minnesota Twins, Griffin,Roberts, Griffin Roberts,SignedBonus,0.0,2017
1,20,--,P,L/L,--,121.0,New York Mets, David,Peterson, David Peterson,SignedBonus,2990000.0,2017
2,59,--,3B,R/R,--,121.0,New York Mets, Mark,Vientos, Mark Vientos,SignedBonus,1500000.0,2017
3,97,--,OF,L/L,--,121.0,New York Mets, Quinn,Brodey, Quinn Brodey,SignedBonus,500000.0,2017
4,127,--,P,R/R,--,121.0,New York Mets, Tony,Dibrell, Tony Dibrell,SignedBonus,380000.0,2017
5,157,--,OF,L/L,--,121.0,New York Mets, Matt,Winaker, Matt Winaker,SignedBonus,280000.0,2017
6,187,--,P,R/R,--,121.0,New York Mets, Marcel,Renteria, Marcel Renteria,SignedBonus,125000.0,2017
7,217,--,P,R/R,--,121.0,New York Mets, Conner,O'Neil, Conner O'Neil,SignedBonus,10000.0,2017
8,247,--,P,R/R,--,121.0,New York Mets, Trey,Cobb, Trey Cobb,SignedBonus,20000.0,2017
9,277,Arkansas,P,R/R,--,121.0,New York Mets, Cannon,Chadwick, Cannon Chadwick,SignedBonus,10000.0,2017
10,307,Kansas,P,R/R,--,121.0,New York Mets, Stephen,Villines, Stephen Villines,SignedBonus,10000.0,2017
11,337,--,P,R/R,--,121.0,New York Mets, Jack,Schneider, Jack Schneider,SignedBonus,125000.0,2017
12,367,--,P,R/R,--,121.0,New York Mets, Bryce,Hutchinson, Bryce Hutchinson,SignedBonus,360000.0,2017
13,397,University (FL) HS,P,R/R,--,121.0,New York Mets, Nate,Peden, Nate Peden,SignedBonus,125000.0,2017
14,427,--,C,L/R,--,121.0,New York Mets, Matt,Duce, Matt Duce,SignedBonus,0.0,2017
15,457,Oral Roberts,SS,L/R,--,121.0,New York Mets, Dylan,Snypes, Dylan Snypes,SignedBonus,125000.0,2017
16,487,Louisiana Tech,OF,L/R,--,121.0,New York Mets, Raphael,Gladu, Raphael Gladu,SignedBonus,10000.0,2017
17,517,--,P,R/R,--,121.0,New York Mets, A.J.,Labas, A.J. Labas,SignedBonus,0.0,2017
18,547,--,1B,R/R,--,121.0,New York Mets, Carl,Stajduhar, Carl Stajduhar,SignedBonus,125000.0,2017
19,577,--,P,R/R,--,121.0,New York Mets, C.J.,Van Eyk, C.J. Van Eyk,SignedBonus,0.0,2017
20,607,Puerto Rico Baseball Academy,P,R/R,--,121.0,New York Mets, Yadiel,Flores, Yadiel Flores,SignedBonus,65000.0,2017
21,637,Tennessee Wesleyan,P,L/L,--,121.0,New York Mets, Aaron,Ford, Aaron Ford,SignedBonus,20000.0,2017
22,667,West Texas A&M,P,R/R,--,121.0,New York Mets, Joshua,Payne, Joshua Payne,SignedBonus,10000.0,2017
23,697,Monroe CC,P,L/L,--,121.0,New York Mets, Julian,Sierra, Julian Sierra,SignedBonus,50000.0,2017
24,727,South Florida,P,R/R,--,121.0,New York Mets, Joe,Cavallaro, Joe Cavallaro,SignedBonus,100000.0,2017
25,757,Long Beach State,SS,R/R,--,121.0,New York Mets, Laine,Huffman, Laine Huffman,SignedBonus,0.0,2017
26,787,--,SS,R/R,--,121.0,New York Mets, Gavin,Garay, Gavin Garay,SignedBonus,75000.0,2017
27,817,Azusa Pacific (CA),P,R/R,--,121.0,New York Mets, Billy,Oxford, Billy Oxford,SignedBonus,50000.0,2017
28,847,--,1B,L/L,--,121.0,New York Mets, Jeremy,Vasquez, Jeremy Vasquez,SignedBonus,75000.0,2017
29,877,First Coast (FL) HS,P,R/R,--,121.0,New York Mets, Liam,McCall, Liam McCall,SignedBonus,125000.0,2017
30,907,Beech (TN) HS,P,R/R,--,121.0,New York Mets, Ian,McWilliams, Ian McWilliams,SignedBonus,0.0,2017
1,16,--,P,R/R,--,147.0,New York Yankees, Clarke,Schmidt, Clarke Schmidt,SignedBonus,2180000.0,2017
2,54,--,P,R/R,--,147.0,New York Yankees, Matt,Sauer, Matt Sauer,SignedBonus,2500000.0,2017
3,92,--,P,R/R,--,147.0,New York Yankees, Trevor,Stephan, Trevor Stephan,SignedBonus,797500.0,2017
4,122,--,CF,L/R,--,147.0,New York Yankees, Canaan,Smith, Canaan Smith,SignedBonus,497500.0,2017
5,152,--,P,R/R,--,147.0,New York Yankees, Glenn,Otto, Glenn Otto,SignedBonus,320900.0,2017
6,182,--,P,L/L,--,147.0,New York Yankees, Dalton,Lehnen, Dalton Lehnen,SignedBonus,245100.0,2017
7,212,--,P,R/R,--,147.0,New York Yankees, Dalton,Higgins, Dalton Higgins,SignedBonus,227500.0,2017
8,242,Radford,P,R/R,--,147.0,New York Yankees, Kyle,Zurak, Kyle Zurak,SignedBonus,7500.0,2017
